timestamp,object_id,comment,plain,mystyle
1372431386460.0,120025572,"",false,
1369329422671.0,120023673,"cerebral",true,
1372605938552.0,120024343,"boring",true,
1364484131438.0,120024343,"I like it because I like the style.",false,
1375901622053.0,120025572,"",false,
1369761434879.0,120023673,"Interesting",true,
1363796812028.0,120024343,"not fussy",true,true
1363797390769.0,120020328,"it looks cool",false,true
1373148381975.0,120025572,"",true,
1372518941063.0,120020328,"",true,
1363992204047.0,120025572,"my style is gangnam style",false,
1375126852548.0,120023673,"",true,
1372621951353.0,120024343,"","",
1373920016611.0,120023673,"",true,
1369518389837.0,120020328,"hi its amelia/ameels","",
1364414940790.0,120024343,"The voices in my head say itbis niceband should be smelled repeatedly.",true,
1374687682168.0,120059379,"gold",false,
1372540622268.0,120020328,"",false,
1372365469335.0,120024343,"",true,
1376417090460.0,120023673,"",false,
1372608922492.0,120059379,"",true,
1372191733569.0,120020328,"","",
1373139403612.0,120020328,"",true,
1374176799178.0,120024343,"will pass",false,
1374181007351.0,120059379,"",false,
1372625938745.0,120020328,"",true,
1372276336978.0,120020328,"",true,
1369428427939.0,120003333,"It's like a vintage-y map carved on a beautiful glass",true,
1364574393130.0,120003333,"too fancy",false,
1372190337794.0,120020328,"",true,
1368195343884.0,120020328,"new board of directors needed for the met museum",true,
1372272188898.0,120020328,"",false,
1374269620323.0,120059379,"","",
1375036648006.0,120020328,"",true,
1374247879802.0,120024343,"",true,
1374946946805.0,120025572,"",false,
1376153024070.0,120025572,"too fancy",false,
1373052248099.0,120023673,"",true,
1364412684515.0,120023673,"because",true,
1372971028870.0,120023673,"",true,
1375029316929.0,120020328,".",true,
1364595604494.0,120003333,"it's intricate detals define the outer simplicity -- Em",false,
1365791930104.0,120025572,"classy bitch",false,
1374944728132.0,120003333,"",true,
1376411690604.0,120025572,"",false,
1374948445136.0,120003333,"modest",true,
1364047504121.0,120059379,"whiteness could be more ornamental but its not",true,
1369847792769.0,120059379,"you are ugly",false,
1372608125132.0,120003333,"",false,
1374092513904.0,120024343,"",true,
1364312612459.0,120024343,"the writings ugly and the colours",false,
1373044326126.0,120020328,"",false,
1364317138971.0,120024343,"go away","",
1368900088414.0,120003333,"gives me a headache, need this in print!",false,
1372531294948.0,120023673,"interesting design and metals","",
1373054202856.0,120059379,"",false,
1373920239332.0,120023673,"","",
1364143016003.0,120023673,"it makes everything look too important for modern day",false,
1376679166743.0,120023673,"",true,
1376665608167.0,120025572,"",true,
1366142562504.0,120003333,"lack of functionality",false,
1364403500955.0,120025572,"because its what  i want",false,
1372543026307.0,120024343,"",false,
1376687848786.0,120003333,"","",
1365279001574.0,120025572,"although white it has enough lines and waves to keep me interested.",true,
1364404656535.0,120024343,"it looks  cool",false,
1374602286107.0,120024343,"i am taiwenese royalty and this is my everyday life",false,
1364324643037.0,120059379,"cute",false,
1373130475219.0,120024343,"simple words have big meanings this one does not",true,
1376237430035.0,120003333,"",false,
1376240611631.0,120025572,"","",
1364925035405.0,120020328,"too old.",true,
1376248169660.0,120020328,"simple",true,
1372357185014.0,120025572,"",false,
1372435544929.0,120020328,"",false,
1372440718176.0,120024343,"",true,
1376679247600.0,120020328,"",true,
1369501038533.0,120025572,"because it's just not my style.","",
1363529917809.0,120059379,"simplicity",true,true
1374949176181.0,120003333,"",false,
1375814710576.0,120023673,"",false,
1374877063328.0,120025572,"over embelished",false,
1372259385222.0,120059379,"",true,
1365885214062.0,120059379,"too orna",false,
1364149864033.0,120003333,"color",false,
1375902086631.0,120020328,"",true,
1376065983392.0,120020328,"","",
1369510933837.0,120020328,"it looks very contained and neat.",true,
1363369875576.0,120059379,"clean lines",true,true
1365877508888.0,120059379,"j",true,
1375042521905.0,120059379,"",true,
1372787654961.0,120023673,"","",
1365788554583.0,120023673,"its bossy",false,
1363194189125.0,120003333,"it seems like it would be uncofterable to hold.",false,false
1369502919157.0,120020328,"i like the designs",true,
1373917873492.0,120025572,"",false,
1364326441343.0,120023673,"i loooove this and would get one for my home",true,
1376588852331.0,120025572,"",false,
1363110373062.0,120003333,"what an incredible map!",false,true
1364917795533.0,120059379,"gck",true,
1365791858441.0,120024343,"cause im a g",false,
1364934003955.0,120003333,"its leg has too many drops ofvwater",false,
1376849209548.0,120059379,"","",
1363885478484.0,120003333,"very intricate designs",false,""
1376065422786.0,120003333,"",false,
1375042160220.0,120003333,"",false,
1364316998863.0,120059379,"too fancy",false,
1372538322776.0,120023673,"simple",true,
1372615507483.0,120059379,"","",
1373146335893.0,120020328,"",true,
1372612637588.0,120003333,"",false,
1375895659656.0,120025572,"just look at it",false,
1373056303617.0,120024343,"boring",true,
1364674762024.0,120023673,"what nice style",false,
1363988998572.0,120003333,"too plain",true,
1365008935436.0,120003333,"glassy",false,
1372446945505.0,120023673,"",false,
1363115285237.0,120023673,"i dont know",false,true
1372615770943.0,120020328,"","",
1376249609422.0,120059379,"",false,
1374418753846.0,120025572,"","",
1374605874129.0,120003333,"",false,
1372271778621.0,120020328,"","",
1363457949096.0,120020328,"I like the colors used on this, its simple but expressive.",true,true
1364231565572.0,120020328,"too earthy",true,
1364571166019.0,120003333,"Is that a map because I hope that is a map",false,
1369416127634.0,120025572,"not interested",false,
1372624718321.0,120024343,"",false,
1366129361921.0,120024343,"yes",true,
1372615768156.0,120023673,"","",
1372183175466.0,120023673,"the best toast rack",false,
1372551821740.0,120059379,"",true,
1366217319659.0,120025572,"because it was during ancient history",false,
1369253143805.0,120024343,"too lavish",false,
1372357320556.0,120024343,"There is lots of design.",false,
1375113788860.0,120020328,"",false,
1374686703656.0,120024343,"",false,
1368914619636.0,120059379,"ass",false,
1376245947358.0,120023673,"",false,
1372271122090.0,120059379,"it has pretty colors.",false,
1364918934106.0,120025572,"i'm the one who would have to wash it up?",false,
1373912240471.0,120023673,"kool",false,
1363973982782.0,120023673,"i do not like it",false,
1363709911848.0,120023673,"sucks",true,false
1369407798919.0,120025572,"i like more color",false,
1372523467318.0,120024343,"",false,
1372268079756.0,120059379,"",false,
1372613775592.0,120003333,"it looks nice",false,
1372608136518.0,120025572,"",false,
1376690572301.0,120024343,"",false,
1372277211290.0,120059379,"amazing gold color",true,
1374005278902.0,120025572,"actuatually it probably depinds on whatbit is but i usally love the fancy stuff instead of the plain stuff.",false,
1363798993902.0,120023673,"it not uesd now days",false,false
1364754782503.0,120023673,"no",true,
1372787440271.0,120020328,"There are many pictures.",false,
1364496513901.0,120020328,"its not over the top, classic colours, simple",true,
1363293886854.0,120023673,"design and utility",true,true
1372690719605.0,120003333,"it is very detailed",false,
1364585350339.0,120023673,"because it is plain",true,
1367951861460.0,120024343,"it is not modern",true,
1374344521367.0,120023673,"",true,
1375044175675.0,120003333,"",false,
